brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,predicted_range_km
mg,4 electric 51 kwh,160,50.8,lithium-ion,104.0,250.0,145,300,7.7,68.0,ccs,500.0,363,5,rwd,c - medium,4287,1836,1504,hatchback,https://ev-database.org/car/1707/mg-mg4-electric-51-kwh,307.8796105160324
mg,4 electric 64 kwh,160,61.7,lithium-ion,104.0,250.0,142,360,7.9,116.0,ccs,500.0,363,5,rwd,c - medium,4287,1836,1504,hatchback,https://ev-database.org/car/1708/mg-mg4-electric-64-kwh,365.8752777902159
mg,4 electric xpower,200,61.7,lithium-ion,104.0,600.0,160,320,3.8,116.0,ccs,500.0,363,5,awd,c - medium,4287,1836,1516,hatchback,https://ev-database.org/car/1944/mg-mg4-electric-xpower,332.6450813851216
mercedes-benz,eqa 250,160,66.5,lithium-ion,300.0,385.0,146,395,8.6,100.0,ccs,1500.0,340,5,fwd,jc - medium,4463,1834,1620,suv,https://ev-database.org/car/1984/mercedes-benz-eqa-250,377.04383378331613
mercedes-benz,eqa 300 4matic,160,66.5,lithium-ion,300.0,390.0,162,350,7.7,100.0,ccs,1800.0,340,5,awd,jc - medium,4463,1834,1620,suv,https://ev-database.org/car/1986/mercedes-benz-eqa-300-4matic,358.3738991252398
mercedes-benz,eqa 350 4matic,160,66.5,lithium-ion,300.0,520.0,162,350,6.0,100.0,ccs,1800.0,340,5,awd,jc - medium,4463,1834,1620,suv,https://ev-database.org/car/1987/mercedes-benz-eqa-350-4matic,360.27055418693465
mercedes-benz,eqb 300 4matic,160,66.5,lithium-ion,300.0,390.0,168,345,8.0,100.0,ccs,1700.0,495,7,awd,jc - medium,4684,1834,1667,suv,https://ev-database.org/car/1989/mercedes-benz-eqb-300-4matic,351.95274752585294
mercedes-benz,eqb 350 4matic,160,66.5,lithium-ion,300.0,520.0,168,345,6.2,100.0,ccs,1700.0,495,7,awd,jc - medium,4684,1834,1667,suv,https://ev-database.org/car/1990/mercedes-benz-eqb-350-4matic,354.2467318781989
mercedes-benz,eqe 350 4matic,210,90.6,lithium-ion,360.0,765.0,173,515,6.3,141.0,ccs,1700.0,430,5,awd,e - executive,4946,1906,1503,sedan,https://ev-database.org/car/2206/mercedes-benz-eqe-350-4matic,488.60000744930653
mercedes-benz,eqe 500 4matic,210,90.6,lithium-ion,360.0,858.0,173,505,4.7,141.0,ccs,1700.0,430,5,awd,e - executive,4946,1906,1503,sedan,https://ev-database.org/car/2207/mercedes-benz-eqe-500-4matic,488.064263268329
mercedes-benz,eqe amg 43 4matic,210,90.6,lithium-ion,360.0,858.0,207,450,4.2,141.0,ccs,1700.0,430,5,awd,e - executive,4964,1906,1495,sedan,https://ev-database.org/car/2208/mercedes-benz-eqe-amg-43-4matic,471.90632782218773
mercedes-benz,eqe amg 53 4matic+,220,90.6,lithium-ion,360.0,950.0,208,450,3.5,141.0,ccs,1700.0,430,5,awd,e - executive,4964,1906,1495,sedan,https://ev-database.org/car/2209/mercedes-benz-eqe-amg-53-4maticplus,468.8439601828465
mercedes-benz,eqe suv amg 43 4matic,210,90.6,lithium-ion,360.0,858.0,214,425,4.3,141.0,ccs,1800.0,520,5,awd,je - executive,4879,1940,1672,suv,https://ev-database.org/car/1763/mercedes-benz-eqe-suv-amg-43-4matic,422.1914929206852
mercedes-benz,eqe suv amg 53 4matic+,240,90.6,lithium-ion,360.0,1000.0,242,420,3.5,141.0,ccs,1800.0,520,5,awd,je - executive,4879,1940,1672,suv,https://ev-database.org/car/1764/mercedes-benz-eqe-suv-amg-53-4maticplus,397.7305145552379
mercedes-benz,eqs 350,210,96.0,lithium-ion,360.0,565.0,165,570,6.7,130.0,ccs,750.0,620,5,rwd,f - luxury,5223,1926,1512,sedan,https://ev-database.org/car/2155/mercedes-benz-eqs-350,543.6000022200082
mercedes-benz,eqv 250 extra-long,160,60.0,lithium-ion,192.0,365.0,282,210,12.0,60.0,ccs,0.0,1410,7,fwd,n - passenger van,5370,1928,1911,small passenger van,https://ev-database.org/car/2130/mercedes-benz-eqv-250-extra-long,191.14458338630283
mercedes-benz,eqv 250 long,160,60.0,lithium-ion,192.0,365.0,282,215,12.0,60.0,ccs,0.0,1030,7,fwd,n - passenger van,5140,1928,1910,small passenger van,https://ev-database.org/car/2129/mercedes-benz-eqv-250-long,188.59998666911423
mercedes-benz,eqv 300 extra-long,140,90.0,lithium-ion,288.0,365.0,249,315,12.2,96.0,ccs,0.0,1410,7,fwd,n - passenger van,5370,1928,1901,small passenger van,https://ev-database.org/car/2274/mercedes-benz-eqv-300-extra-long,341.39998161754914
mercedes-benz,eqv 300 long,160,90.0,lithium-ion,288.0,365.0,276,320,12.1,96.0,ccs,0.0,1030,7,fwd,n - passenger van,5140,1928,1901,small passenger van,https://ev-database.org/car/2131/mercedes-benz-eqv-300-long,330.21777872462684
mercedes-benz,g 580,180,116.0,lithium-ion,216.0,1164.0,267,360,4.7,150.0,ccs,0.0,555,5,awd,jf - luxury,4624,1931,1986,suv,https://ev-database.org/car/2192/mercedes-benz-g-580,384.53112802323835
mercedes-benz,evito tourer extra-long 60 kwh,160,60.0,lithium-ion,192.0,360.0,254,215,12.0,60.0,ccs,0.0,1390,8,fwd,n - passenger van,5370,1928,1890,small passenger van,https://ev-database.org/car/2139/mercedes-benz-evito-tourer-extra-long-60-kwh,212.60945804585293
mercedes-benz,evito tourer long 60 kwh,160,60.0,lithium-ion,192.0,360.0,259,220,12.0,60.0,ccs,0.0,990,8,fwd,n - passenger van,5140,1928,1890,small passenger van,https://ev-database.org/car/2138/mercedes-benz-evito-tourer-long-60-kwh,199.91631833775426
mercedes-benz,evito tourer long 90 kwh,160,90.0,lithium-ion,288.0,360.0,260,325,12.1,96.0,ccs,0.0,990,8,fwd,n - passenger van,5140,1928,1890,small passenger van,https://ev-database.org/car/2140/mercedes-benz-evito-tourer-long-90-kwh,342.35644515622465
nio,el6 long range,200,90.0,lithium-ion,96.0,700.0,170,435,4.5,135.0,ccs,1200.0,579,5,awd,je - executive,4854,1995,1703,suv,https://ev-database.org/car/1922/nio-el6-long-range,446.4174108614711
nio,el6 standard range,200,73.5,lithium-ion,118.0,700.0,181,365,4.5,110.0,ccs,1200.0,579,5,awd,je - executive,4854,1995,1703,suv,https://ev-database.org/car/1921/nio-el6-standard-range,361.1651882850214
nio,el7 long range,200,90.0,lithium-ion,96.0,850.0,185,430,3.9,100.0,ccs,2000.0,570,5,awd,jf - luxury,4912,1987,1720,suv,https://ev-database.org/car/1789/nio-el7-long-range,429.61791857542835
nio,el7 standard range,200,73.5,lithium-ion,118.0,850.0,198,355,3.9,110.0,ccs,2000.0,570,5,awd,jf - luxury,4912,1987,1720,suv,https://ev-database.org/car/1788/nio-el7-standard-range,348.5367232319662
nio,el8 long range,200,90.0,lithium-ion,96.0,850.0,185,440,4.1,190.0,ccs,2000.0,265,6,awd,jf - luxury,5099,1989,1750,suv,https://ev-database.org/car/2223/nio-el8-long-range,435.7258932945563
nio,el8 standard range,200,73.5,lithium-ion,118.0,850.0,196,360,4.1,110.0,ccs,2000.0,265,6,awd,jf - luxury,5099,1989,1750,suv,https://ev-database.org/car/2222/nio-el8-standard-range,342.0189006108128
nio,et5 long range,200,90.0,lithium-ion,96.0,700.0,167,500,4.0,100.0,ccs,1400.0,386,5,awd,e - executive,4790,1960,1499,sedan,https://ev-database.org/car/1787/nio-et5-long-range,493.6422702982753
nio,et5 standard range,200,73.5,lithium-ion,118.0,700.0,175,410,4.0,110.0,ccs,1400.0,386,5,awd,e - executive,4790,1960,1499,sedan,https://ev-database.org/car/1786/nio-et5-standard-range,415.5842774975835
nio,et5 touring long range,200,90.0,lithium-ion,96.0,700.0,178,485,4.0,135.0,ccs,1400.0,450,5,awd,e - executive,4790,1960,1499,station/estate,https://ev-database.org/car/1916/nio-et5-touring-long-range,481.59024122019207
nio,et5 touring standard range,200,73.5,lithium-ion,118.0,700.0,169,400,4.0,110.0,ccs,1400.0,450,5,awd,e - executive,4790,1960,1499,station/estate,https://ev-database.org/car/1915/nio-et5-touring-standard-range,408.43082881482377
nio,et7 long range,200,90.0,lithium-ion,96.0,850.0,178,505,3.8,100.0,ccs,2000.0,363,5,awd,f - luxury,5101,1987,1509,sedan,https://ev-database.org/car/1752/nio-et7-long-range,495.97578730471497
nio,et7 standard range,200,73.5,lithium-ion,118.0,850.0,191,415,3.8,110.0,ccs,2000.0,363,5,awd,f - luxury,5101,1987,1509,sedan,https://ev-database.org/car/1751/nio-et7-standard-range,414.8945919612528
opel,astra electric,170,50.8,lithium-ion,102.0,270.0,128,320,9.2,85.0,ccs,0.0,352,5,fwd,c - medium,4374,1860,1470,hatchback,https://ev-database.org/car/1792/opel-astra-electric,312.17985615751843
opel,astra sports tourer electric,170,50.8,lithium-ion,102.0,270.0,123,310,9.3,85.0,ccs,0.0,516,5,fwd,c - medium,4642,1860,1480,station/estate,https://ev-database.org/car/1793/opel-astra-sports-tourer-electric,314.58795116257835
opel,corsa electric 50 kwh,150,46.3,lithium-ion,216.0,260.0,131,290,8.7,78.0,ccs,0.0,267,5,fwd,b - compact,4061,1765,1435,hatchback,https://ev-database.org/car/1941/opel-corsa-electric-50-kwh,299.62682345425435
opel,corsa electric 51 kwh,150,48.1,lithium-ion,96.0,260.0,120,315,8.1,80.0,ccs,0.0,267,5,fwd,b - compact,4061,1765,1435,hatchback,https://ev-database.org/car/1942/opel-corsa-electric-51-kwh,315.40892936541644
opel,grandland 73 kwh,170,73.0,lithium-ion,96.0,260.0,145,365,9.0,90.0,ccs,1200.0,550,5,fwd,jc - medium,4650,1934,1665,suv,https://ev-database.org/car/3037/opel-grandland-73-kwh,372.3977991558581
opel,mokka electric,150,50.8,lithium-ion,102.0,260.0,126,285,9.0,85.0,ccs,0.0,310,5,fwd,jb - compact,4151,1790,1534,suv,https://ev-database.org/car/3051/opel-mokka-electric,300.28254731546957
opel,zafira-e life l2 50 kwh,130,46.3,lithium-ion,216.0,270.0,217,180,13.3,78.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2260/opel-zafira-e-life-l2-50-kwh,164.76248015823512
opel,zafira-e life l2 75 kwh,130,68.0,lithium-ion,324.0,270.0,202,260,14.2,79.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2262/opel-zafira-e-life-l2-75-kwh,270.7259403981378
opel,zafira-e life l3 50 kwh,130,46.3,lithium-ion,216.0,270.0,219,180,13.3,78.0,ccs,1000.0,989,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2261/opel-zafira-e-life-l3-50-kwh,167.54519533102496
opel,zafira-e life l3 75 kwh,130,68.0,lithium-ion,324.0,260.0,204,260,14.2,79.0,ccs,1000.0,989,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2263/opel-zafira-e-life-l3-75-kwh,273.88234348472554
peugeot,e-2008 50 kwh,150,46.3,lithium-ion,216.0,260.0,136,270,9.9,78.0,ccs,0.0,434,5,fwd,jb - compact,4304,1775,1523,suv,https://ev-database.org/car/1946/peugeot-e-2008-50-kwh,279.8058930063925
peugeot,e-2008 54 kwh,150,50.8,lithium-ion,102.0,260.0,125,300,9.1,85.0,ccs,0.0,434,5,fwd,jb - compact,4304,1775,1523,suv,https://ev-database.org/car/1947/peugeot-e-2008-54-kwh,309.5244810882253
peugeot,e-208 50 kwh,150,46.3,lithium-ion,216.0,260.0,132,290,9.0,78.0,ccs,0.0,265,5,fwd,b - compact,4055,1765,1430,hatchback,https://ev-database.org/car/1948/peugeot-e-208-50-kwh,296.6164225446571
peugeot,e-208 51 kwh,150,48.1,lithium-ion,96.0,260.0,120,310,8.2,80.0,ccs,0.0,265,5,fwd,b - compact,4055,1765,1430,hatchback,https://ev-database.org/car/1949/peugeot-e-208-51-kwh,313.7978275456753
peugeot,e-3008 73 kwh,170,73.0,lithium-ion,96.0,345.0,143,380,8.8,90.0,ccs,1250.0,588,5,fwd,jc - medium,4542,1895,1641,suv,https://ev-database.org/car/2003/peugeot-e-3008-73-kwh,376.273063310858
peugeot,e-308,170,50.8,lithium-ion,102.0,260.0,124,300,9.8,80.0,ccs,0.0,412,5,fwd,c - medium,4367,1852,1441,hatchback,https://ev-database.org/car/1744/peugeot-e-308,316.77093210558604
peugeot,e-5008 73 kwh,170,73.0,lithium-ion,96.0,345.0,150,370,9.7,90.0,ccs,1000.0,348,7,fwd,jd - large,4791,1895,1694,suv,https://ev-database.org/car/2149/peugeot-e-5008-73-kwh,365.0560694153271
peugeot,e-traveller l2 50 kwh,130,46.3,lithium-ion,216.0,270.0,217,180,13.3,78.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2256/peugeot-e-traveller-l2-50-kwh,162.76570579689314
peugeot,e-traveller l2 75 kwh,130,68.0,lithium-ion,324.0,270.0,202,260,14.2,79.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2258/peugeot-e-traveller-l2-75-kwh,268.72916603679585
peugeot,e-traveller l3 50 kwh,130,46.3,lithium-ion,216.0,270.0,219,180,13.3,78.0,ccs,1000.0,989,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2257/peugeot-e-traveller-l3-50-kwh,165.54842096968304
peugeot,e-traveller l3 75 kwh,130,68.0,lithium-ion,324.0,270.0,204,260,14.2,79.0,ccs,1000.0,989,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2259/peugeot-e-traveller-l3-75-kwh,271.5118812095857
polestar,2 long range dual motor (my26),205,79.0,lithium-ion,324.0,740.0,142,455,4.5,125.0,ccs,1500.0,407,5,awd,d - large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3152/polestar-2-long-range-dual-motor,455.4117653518041
polestar,2 long range performance (my26),205,79.0,lithium-ion,324.0,740.0,142,450,4.2,125.0,ccs,1500.0,407,5,awd,d - large,4606,1859,1473,liftback sedan,https://ev-database.org/car/3153/polestar-2-long-range-performance,457.8460664989391
polestar,2 long range single motor (my26),205,79.0,lithium-ion,324.0,490.0,130,475,6.2,125.0,ccs,1500.0,407,5,rwd,d - large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3151/polestar-2-long-range-single-motor,481.12410255923953
polestar,3 long range dual motor,210,107.0,lithium-ion,204.0,840.0,183,515,5.0,150.0,ccs,2200.0,484,5,awd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/1758/polestar-3-long-range-dual-motor,513.398334565728
polestar,3 long range performance,210,107.0,lithium-ion,204.0,910.0,194,495,4.7,150.0,ccs,2200.0,484,5,awd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/1759/polestar-3-long-range-performance,505.3234614470012
polestar,3 long range single motor,180,107.0,lithium-ion,204.0,490.0,166,530,7.8,150.0,ccs,1500.0,484,5,rwd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/2229/polestar-3-long-range-single-motor,538.7735362835786
polestar,4 long range dual motor,200,94.0,lithium-ion,110.0,686.0,165,485,3.8,135.0,ccs,2000.0,526,5,awd,e - executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1842/polestar-4-long-range-dual-motor,478.7539101620384
polestar,4 long range single motor,180,94.0,lithium-ion,110.0,343.0,157,495,7.4,135.0,ccs,1500.0,526,5,rwd,e - executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1841/polestar-4-long-range-single-motor,495.7688580934561
porsche,macan 4 electric,220,95.0,lithium-ion,180.0,650.0,184,470,5.2,200.0,ccs,2000.0,540,5,awd,jd - large,4784,1938,1622,suv,https://ev-database.org/car/2084/porsche-macan-4-electric,469.03860104687703
porsche,macan 4s electric,240,95.0,lithium-ion,180.0,820.0,186,470,4.1,200.0,ccs,2000.0,540,5,awd,jd - large,4784,1938,1622,suv,https://ev-database.org/car/2244/porsche-macan-4s-electric,462.24504097555854
porsche,macan electric,220,95.0,lithium-ion,180.0,563.0,177,495,5.7,200.0,ccs,2000.0,540,5,rwd,jd - large,4784,1938,1623,suv,https://ev-database.org/car/2083/porsche-macan-electric,490.19752199191873
porsche,macan turbo electric,260,95.0,lithium-ion,180.0,1001.0,183,460,3.3,200.0,ccs,2000.0,480,5,awd,jd - large,4784,1938,1621,suv,https://ev-database.org/car/2085/porsche-macan-turbo-electric,457.0786910824103
porsche,taycan 4 cross turismo,220,97.0,lithium-ion,396.0,610.0,188,510,4.7,281.0,ccs,0.0,446,5,awd,f - luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2110/porsche-taycan-4-cross-turismo,510.24590401281006
porsche,taycan 4 plus,230,97.0,lithium-ion,396.0,610.0,175,565,4.6,281.0,ccs,0.0,407,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/3061/porsche-taycan-4-plus,547.5945239949958
porsche,taycan 4s cross turismo,240,97.0,lithium-ion,396.0,710.0,188,510,3.8,281.0,ccs,0.0,446,5,awd,f - luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2111/porsche-taycan-4s-cross-turismo,506.48278177388266
porsche,taycan 4s plus,250,97.0,lithium-ion,396.0,710.0,177,565,3.7,281.0,ccs,0.0,407,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2101/porsche-taycan-4s-plus,542.6221207389603
porsche,taycan 4s plus sport turismo,250,97.0,lithium-ion,396.0,710.0,186,510,3.7,281.0,ccs,0.0,446,5,awd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2107/porsche-taycan-4s-plus-sport-turismo,509.9145529857921
porsche,taycan gts,250,97.0,lithium-ion,396.0,790.0,176,535,3.3,281.0,ccs,0.0,366,5,awd,f - luxury,4963,1966,1381,sedan,https://ev-database.org/car/3062/porsche-taycan-gts,527.2055335704115
porsche,taycan gts sport turismo,250,97.0,lithium-ion,396.0,790.0,185,505,3.3,281.0,ccs,0.0,405,5,awd,f - luxury,4963,1966,1392,station/estate,https://ev-database.org/car/3063/porsche-taycan-gts-sport-turismo,508.63376075086455
porsche,taycan plus,230,97.0,lithium-ion,396.0,420.0,168,575,4.8,281.0,ccs,0.0,407,5,rwd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2099/porsche-taycan-plus,574.0014705366385
porsche,taycan plus sport turismo,230,97.0,lithium-ion,396.0,420.0,176,530,4.8,281.0,ccs,0.0,446,5,rwd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2105/porsche-taycan-plus-sport-turismo,541.8985432920244
porsche,taycan turbo,260,97.0,lithium-ion,396.0,940.0,174,535,2.7,281.0,ccs,0.0,366,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2102/porsche-taycan-turbo,523.8064726911147
porsche,taycan turbo cross turismo,250,97.0,lithium-ion,396.0,940.0,188,495,2.8,281.0,ccs,0.0,405,5,awd,f - luxury,4974,1967,1412,station/estate,https://ev-database.org/car/2112/porsche-taycan-turbo-cross-turismo,499.3678504964051
porsche,taycan turbo gt,290,97.0,lithium-ion,396.0,1340.0,184,475,2.3,281.0,ccs,0.0,326,5,awd,f - luxury,4968,1966,1378,sedan,https://ev-database.org/car/2144/porsche-taycan-turbo-gt,499.415826378916
porsche,taycan turbo gt weissach,305,97.0,lithium-ion,396.0,1340.0,180,475,2.2,281.0,ccs,0.0,367,2,awd,f - luxury,4968,1966,1378,sedan,https://ev-database.org/car/2145/porsche-taycan-turbo-gt-weissach,499.5300626661774
porsche,taycan turbo s,260,97.0,lithium-ion,396.0,1110.0,174,525,2.4,281.0,ccs,0.0,366,5,awd,f - luxury,4963,1966,1378,sedan,https://ev-database.org/car/2103/porsche-taycan-turbo-s,518.8528182410347
porsche,taycan turbo s cross turismo,250,97.0,lithium-ion,396.0,1110.0,188,485,2.5,281.0,ccs,0.0,405,5,awd,f - luxury,4974,1967,1407,station/estate,https://ev-database.org/car/2113/porsche-taycan-turbo-s-cross-turismo,495.24240489644643
porsche,taycan turbo s sport turismo,260,97.0,lithium-ion,396.0,1110.0,183,505,2.4,281.0,ccs,0.0,405,5,awd,f - luxury,4963,1966,1388,station/estate,https://ev-database.org/car/2109/porsche-taycan-turbo-s-sport-turismo,500.48809763401806
porsche,taycan turbo sport turismo,260,97.0,lithium-ion,396.0,940.0,184,505,2.7,281.0,ccs,0.0,405,5,awd,f - luxury,4963,1966,1392,station/estate,https://ev-database.org/car/2108/porsche-taycan-turbo-sport-turismo,504.215954937953
renault,4 e-tech 40kwh 120hp,150,40.0,lithium-ion,93.0,225.0,124,245,9.2,55.0,ccs,750.0,420,5,fwd,jb - compact,4143,1796,1552,suv,https://ev-database.org/car/3126/renault-4-e-tech-40kwh-120hp,255.849216768531
renault,4 e-tech 52kwh 150hp,150,52.0,lithium-ion,184.0,245.0,127,315,8.2,70.0,ccs,750.0,420,5,fwd,jb - compact,4143,1796,1552,suv,https://ev-database.org/car/3127/renault-4-e-tech-52kwh-150hp,315.4977218063406
renault,5 e-tech 40kwh 120hp,150,40.0,lithium-ion,93.0,225.0,132,250,9.0,55.0,ccs,500.0,326,5,fwd,b - compact,3922,1808,1489,hatchback,https://ev-database.org/car/2134/renault-5-e-tech-40kwh-120hp,251.2804164536247
renault,5 e-tech 52kwh 150hp,150,52.0,lithium-ion,184.0,245.0,129,320,8.0,70.0,ccs,500.0,326,5,fwd,b - compact,3922,1808,1489,hatchback,https://ev-database.org/car/2135/renault-5-e-tech-52kwh-150hp,314.5567645427588
renault,megane e-tech ev60 130hp (tu2025),150,60.0,lithium-ion,288.0,250.0,125,380,10.5,88.0,ccs,500.0,440,5,fwd,c - medium,4200,1860,1505,hatchback,https://ev-database.org/car/3131/renault-megane-e-tech-ev60-130hp,362.8305310526183
renault,megane e-tech ev60 220hp (tu2025),160,60.0,lithium-ion,288.0,300.0,133,380,7.4,88.0,ccs,900.0,440,5,fwd,c - medium,4200,1860,1505,hatchback,https://ev-database.org/car/3132/renault-megane-e-tech-ev60-220hp,371.28673209462164
renault,scenic e-tech ev60 170hp,150,60.0,lithium-ion,192.0,280.0,144,340,8.6,75.0,ccs,1100.0,545,5,fwd,jc - medium,4470,1864,1571,suv,https://ev-database.org/car/2068/renault-scenic-e-tech-ev60-170hp,342.9651827284442
renault,scenic e-tech ev87 220hp,170,87.0,lithium-ion,288.0,300.0,143,480,7.9,95.0,ccs,1100.0,545,5,fwd,jc - medium,4470,1864,1571,suv,https://ev-database.org/car/2069/renault-scenic-e-tech-ev87-220hp,469.33333087579877
skoda,elroq 50,160,52.0,lithium-ion,192.0,310.0,149,310,9.0,90.0,ccs,1000.0,470,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3031/skoda-elroq-50,323.897633392286
skoda,elroq 60,160,59.0,lithium-ion,216.0,310.0,149,350,8.5,110.0,ccs,1000.0,470,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3032/skoda-elroq-60,361.1606343575401
skoda,elroq 85,180,77.0,lithium-ion,288.0,545.0,145,450,6.6,120.0,ccs,1000.0,470,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3033/skoda-elroq-85,443.23674713280116
skoda,elroq rs,180,79.0,lithium-ion,288.0,679.0,151,450,5.4,135.0,ccs,1200.0,470,5,awd,jc - medium,4488,1884,1608,suv,https://ev-database.org/car/3183/skoda-elroq-rs,440.7494449987419
skoda,enyaq 60,160,59.0,lithium-ion,216.0,310.0,145,360,8.1,110.0,ccs,1000.0,585,5,rwd,jc - medium,4658,1879,1622,suv,https://ev-database.org/car/3096/skoda-enyaq-60,373.71075245433576
skoda,enyaq 85,180,77.0,lithium-ion,288.0,545.0,141,455,6.7,120.0,ccs,1000.0,585,5,rwd,jc - medium,4658,1879,1622,suv,https://ev-database.org/car/3097/skoda-enyaq-85,453.80021877634186
skoda,enyaq 85x,180,77.0,lithium-ion,288.0,679.0,150,450,6.7,120.0,ccs,1200.0,585,5,awd,jc - medium,4658,1879,1620,suv,https://ev-database.org/car/3098/skoda-enyaq-85x,430.21891939244165
skoda,enyaq coupe 60,160,59.0,lithium-ion,216.0,310.0,141,370,8.1,110.0,ccs,1000.0,570,5,rwd,jc - medium,4658,1879,1623,suv,https://ev-database.org/car/3099/skoda-enyaq-coupe-60,384.19572534411185
skoda,enyaq coupe 85,180,77.0,lithium-ion,288.0,545.0,138,470,6.7,120.0,ccs,1000.0,570,5,rwd,jc - medium,4658,1879,1623,suv,https://ev-database.org/car/3100/skoda-enyaq-coupe-85,463.6805511575639
skoda,enyaq coupe 85x,180,77.0,lithium-ion,288.0,679.0,146,460,6.7,120.0,ccs,1200.0,570,5,awd,jc - medium,4658,1879,1621,suv,https://ev-database.org/car/3101/skoda-enyaq-coupe-85x,440.70389228221774
skoda,enyaq coupe rs,180,79.0,lithium-ion,288.0,679.0,143,470,5.4,135.0,ccs,1200.0,570,5,awd,jc - medium,4660,1879,1608,suv,https://ev-database.org/car/3185/skoda-enyaq-coupe-rs,461.86520080778234
skoda,enyaq rs,180,79.0,lithium-ion,288.0,679.0,147,460,5.4,135.0,ccs,1200.0,585,5,awd,jc - medium,4660,1879,1607,suv,https://ev-database.org/car/3184/skoda-enyaq-rs,451.38022791800626
subaru,solterra awd,160,64.0,lithium-ion,96.0,336.0,154,320,6.9,100.0,ccs,750.0,441,5,awd,jc - medium,4690,1860,1650,suv,https://ev-database.org/car/1567/subaru-solterra-awd,333.1111904408346
tesla,model 3 long range awd (highland),201,75.0,lithium-ion,4416.0,493.0,119,525,4.4,124.0,ccs,1000.0,594,5,awd,d - large,4720,1849,1441,sedan,https://ev-database.org/car/1992/tesla-model-3-long-range-awd,519.0100253818055
tesla,model 3 long range rwd (highland),201,75.0,lithium-ion,4416.0,450.0,117,545,5.2,124.0,ccs,1000.0,594,5,rwd,d - large,4720,1849,1441,sedan,https://ev-database.org/car/3034/tesla-model-3-long-range-rwd,534.5165813039437
tesla,model 3 performance (highland),262,75.0,lithium-ion,4416.0,741.0,142,490,3.2,124.0,ccs,0.0,594,5,awd,d - large,4720,1849,1431,sedan,https://ev-database.org/car/2188/tesla-model-3-performance,480.073426480606
tesla,model y long range awd (juniper),201,75.0,lithium-ion,4416.0,493.0,132,455,4.8,124.0,ccs,1600.0,854,5,awd,jd - large,4790,1982,1624,suv,https://ev-database.org/car/3104/tesla-model-y-long-range-awd,458.857405446786
tesla,model y long range rwd (juniper),201,75.0,lithium-ion,4416.0,450.0,121,470,5.6,124.0,ccs,1600.0,854,5,rwd,jd - large,4790,1982,1624,suv,https://ev-database.org/car/3120/tesla-model-y-long-range-rwd,479.8057259459108
toyota,proace verso l 75 kwh,130,68.0,lithium-ion,324.0,260.0,204,260,13.3,79.0,ccs,1000.0,989,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2267/toyota-proace-verso-l-75-kwh,276.8778697064299
toyota,proace verso m 50 kwh,130,46.3,lithium-ion,216.0,260.0,217,180,12.1,78.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2264/toyota-proace-verso-m-50-kwh,169.32368216569023
toyota,proace verso m 75 kwh,130,68.0,lithium-ion,324.0,260.0,202,260,13.3,79.0,ccs,1000.0,603,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2266/toyota-proace-verso-m-75-kwh,274.09515453363986
